,outlier_value,origin_context,low_bound,high_bound,mean,fit_context,new_low_bound,new_high_bound,new_mean,score
316,-23.27,Graham Nash,-21.753,-7.2688695652173925,-12.04896666666666,Jascha Heifetz,-28.76594736842103,-18.997333333333334,-23.404999999999998,0.134999999999998
317,-4.582,Graham Nash,-21.753,-7.2688695652173925,-12.04896666666666,Nu:Tone,-8.3316875,-2.9536000000000002,-4.589386363636362,0.007386363636362248
318,-10.751,Working Week,-15.978999999999997,-11.002333333333333,-13.387249999999998,Skyedance,-17.026090909090907,-7.211333333333334,-10.752722222222223,0.0017222222222237349
319,-17.141,Working Week,-15.978999999999997,-11.002333333333333,-13.387249999999998,Steve Lacy,-23.074499999999997,-11.881125,-17.099428571428568,0.04157142857143015
320,-24.406,Derek & The Dominos,-19.696071428571425,-7.216241379310345,-12.211000000000002,Johann Johannsson,-33.48800000000001,-18.208130434782607,-24.29800000000001,0.10799999999998988
321,-3.374,R. Dean Taylor,-12.516333333333332,-3.9369999999999994,-7.060153846153846,Tagada Jones,-6.659676470588235,-1.8054999999999999,-3.3989062500000005,0.02490625000000035
322,-15.366,The Archies,-14.207499999999989,-3.3662727272727277,-10.482521739130435,Country Joe McDonald,-22.705999999999996,-12.058676470588233,-15.31701086956522,0.04898913043478004
323,-1.512,The Archies,-14.207499999999989,-3.3662727272727277,-10.482521739130435,Boyracer,-16.364517241379307,-1.1925625,-5.050750000000001,3.5387500000000007
324,-17.62,The Archies,-14.207499999999989,-3.3662727272727277,-10.482521739130435,Essie Jain,-27.014750000000014,-12.110125000000002,-17.682000000000002,0.062000000000001165
325,-19.657,Ben E. King,-18.455846153846156,-8.35157627118644,-12.68907142857143,Alex de Grassi,-22.312142857142863,-15.764,-19.688,0.030999999999998806
326,-6.207,Ben E. King,-18.455846153846156,-8.35157627118644,-12.68907142857143,LeAnn Rimes,-8.456999999999999,-4.253333333333333,-6.213777777777773,0.006777777777773331
327,-9.203,Ben E. King,-18.455846153846156,-8.35157627118644,-12.68907142857143,Symarip,-11.396,-7.766333333333333,-9.198500000000005,0.0044999999999948415
328,-19.202,Ben E. King,-18.455846153846156,-8.35157627118644,-12.68907142857143,Branford Marsalis,-23.701999999999995,-14.18778125,-19.082285714285717,0.11971428571428433
329,-8.342,Ben E. King,-18.455846153846156,-8.35157627118644,-12.68907142857143,Boyz II Men,-14.931066265060242,-4.664056603773585,-8.330485714285714,0.011514285714286032
330,-19.544,Ben E. King,-18.455846153846156,-8.35157627118644,-12.68907142857143,Pete Seeger,-28.058248,-12.168849999999999,-19.51836,0.02563999999999922
331,-20.526,Ben E. King,-18.455846153846156,-8.35157627118644,-12.68907142857143,John Surman_ Jack DeJohnette,-23.3654,-19.146333333333335,-20.619500000000002,0.09350000000000236
332,-18.737,Ben E. King,-18.455846153846156,-8.35157627118644,-12.68907142857143,Ramblin' Jack Elliott,-24.173125000000002,-10.184871794871789,-18.731142857142856,0.005857142857141895
333,-7.547,Ben E. King,-18.455846153846156,-8.35157627118644,-12.68907142857143,El Guincho,-10.978,-4.907690476190477,-7.547000000000001,8.881784197001252e-16
334,-7.258,Ben E. King,-18.455846153846156,-8.35157627118644,-12.68907142857143,Yoko Ono,-17.160200000000046,-4.497000000000002,-7.257999999999997,2.6645352591003757e-15
335,-6.748,Ben E. King,-18.455846153846156,-8.35157627118644,-12.68907142857143,Jess Klein,-10.219,-4.510999999999998,-6.7480769230769235,7.692307692330758e-05
336,-19.346,Ben E. King,-18.455846153846156,-8.35157627118644,-12.68907142857143,Boom Bip & Doseone,-36.94433333333333,-10.298,-19.506777777777778,0.1607777777777777
337,-15.367,Third World,-15.621,-4.81,-11.078399999999998,Mitchell Akiyama,-26.81121739130435,-10.80188888888889,-15.415399999999998,0.048399999999997334
338,-3.986,Third World,-15.621,-4.81,-11.078399999999998,Hellmouth,-5.089375,-3.508666666666667,-3.9875,0.0014999999999996128
339,-21.389,Third World,-15.621,-4.81,-11.078399999999998,Hank Jones,-26.914647058823533,-13.847529411764706,-21.37345833333334,0.015541666666660348
340,-6.746,The Upsetters,-18.380499999999998,-8.450645161290321,-12.2965,Jess Klein,-10.219,-4.510999999999998,-6.7480769230769235,0.0020769230769230873
341,-18.878,The Upsetters,-18.380499999999998,-8.450645161290321,-12.2965,Egberto Gismonti,-28.384000000000007,-8.19531818181818,-18.848757812499993,0.029242187500006622
342,-4.399,Was (Not Was),-17.6067,-4.95275,-7.7040000000000015,Sirenia,-5.606125,-3.5062272727272745,-4.379382352941177,0.01961764705882274
343,-18.685,Jocelyn Brown,-17.152392857142853,-4.4,-12.2158,Michael Hedges,-24.6115,-11.604580645161288,-18.65690322580645,0.028096774193549834
344,-9.402,LeAnn Rimes,-8.456999999999999,-4.253333333333333,-6.213777777777773,Plej,-13.589375,-7.106999999999999,-9.404,0.002000000000000668
345,-6.591,Traveling Wilburys,-6.292000000000001,-3.954714285714286,-5.537800000000001,Surkin,-12.461687500000004,-4.6755,-6.602,0.01100000000000012
346,-3.781,Traveling Wilburys,-6.292000000000001,-3.954714285714286,-5.537800000000001,Stick To Your Guns,-11.568888888888889,-3.124,-3.7989999999999995,0.01799999999999935
347,-11.207,Ian McCulloch,-10.761,-5.043121951219512,-7.584230769230769,Altan,-19.3135,-8.543000000000001,-11.2064,0.000600000000000378
348,-15.95,Ian McCulloch,-10.761,-5.043121951219512,-7.584230769230769,Meic Stevens,-21.08526666666667,-8.81,-15.916,0.03399999999999892
349,-4.389,Ian McCulloch,-10.761,-5.043121951219512,-7.584230769230769,Sirenia,-5.606125,-3.5062272727272745,-4.379382352941177,0.009617647058822953
350,-15.585,The Pasadenas,-13.723966666666666,-8.552,-10.628675000000001,Íon,-21.443875,-9.34025,-15.570357142857143,0.01464285714285829
351,-8.155,The Pasadenas,-13.723966666666666,-8.552,-10.628675000000001,Dido,-15.130714285714284,-5.6522499999999996,-8.154569444444443,0.0004305555555568219
352,-5.242,Lisa Loeb,-15.696000000000002,-5.337938775510204,-9.190833333333334,Venerea,-8.643083333333333,-2.655694444444444,-5.217569444444445,0.024430555555555067
353,-18.697,Lisa Loeb,-15.696000000000002,-5.337938775510204,-9.190833333333334,Ramblin' Jack Elliott,-24.173125000000002,-10.184871794871789,-18.731142857142856,0.03414285714285725
354,-15.716,Lisa Loeb,-15.696000000000002,-5.337938775510204,-9.190833333333334,John Scofield,-21.36864285714286,-10.875749999999998,-15.722359374999996,0.006359374999997058
355,-4.279,Lisa Loeb,-15.696000000000002,-5.337938775510204,-9.190833333333334,Regulations,-5.868250000000001,-3.524583333333333,-4.25340625,0.025593749999999638
356,-13.697,Husker Du,-11.487381578947371,-7.483826086956522,-8.87,Loudon Wainwright III,-21.987078571428572,-8.760670212765957,-13.716071428571428,0.019071428571429294
357,-7.574,Husker Du,-11.487381578947371,-7.483826086956522,-8.87,Voivod,-10.648000000000001,-4.4432,-7.571618421052643,0.0023815789473564664
358,-10.311,Husker Du,-11.487381578947371,-7.483826086956522,-8.87,JayMay,-16.896250000000002,-5.716720588235298,-10.318499999999997,0.0074999999999967315
359,-8.395,Crosby & Nash,-17.878700000000027,-8.697999999999999,-13.399722222222223,Big Youth,-13.080484375000001,-5.815,-8.389903846153846,0.005096153846153584
360,-20.049,Crosby & Nash,-17.878700000000027,-8.697999999999999,-13.399722222222223,John Surman,-24.821049999999996,-13.890500000000001,-20.040875000000003,0.008124999999996163
361,-7.814,Crosby & Nash,-17.878700000000027,-8.697999999999999,-13.399722222222223,Sin Bandera,-9.540125,-4.443142857142858,-7.821750000000001,0.00775000000000059
362,-3.623,Amy Studt,-14.492774193548387,-3.4261250000000008,-6.493000000000001,Trivium,-10.008500000000002,-2.46516,-3.7155000000000005,0.09250000000000025
363,-4.798,The Zombies,-16.10975735294118,-5.424000000000001,-9.418954545454543,Pine Leaf Boys,-7.077000000000001,-3.2032692307692305,-4.782363636363637,0.01563636363636345
364,-17.399,The Zombies,-16.10975735294118,-5.424000000000001,-9.418954545454543,Michael Hurley,-23.83323076923077,-10.005181818181818,-17.454428571428572,0.05542857142857116
365,-24.388,The Zombies,-16.10975735294118,-5.424000000000001,-9.418954545454543,Johann Johannsson,-33.48800000000001,-18.208130434782607,-24.29800000000001,0.08999999999999275
366,-5.381,The Zombies,-16.10975735294118,-5.424000000000001,-9.418954545454543,Biohazard,-8.167000000000002,-3.7394901960784317,-5.402452830188675,0.021452830188675165
367,-4.619,The Zombies,-16.10975735294118,-5.424000000000001,-9.418954545454543,Behemoth,-7.338134146341463,-3.3899538461538463,-4.620160000000001,0.0011600000000013821
368,-19.214,The Zombies,-16.10975735294118,-5.424000000000001,-9.418954545454543,Branford Marsalis,-23.701999999999995,-14.18778125,-19.082285714285717,0.13171428571428123
369,-23.778,The Zombies,-16.10975735294118,-5.424000000000001,-9.418954545454543,Pierre Boulez,-35.52436585365855,-15.972461538461538,-23.777241379310343,0.000758620689655487
370,-5.377,The Zombies,-16.10975735294118,-5.424000000000001,-9.418954545454543,Biohazard,-8.167000000000002,-3.7394901960784317,-5.402452830188675,0.025452830188675613
371,-5.169,The Zombies,-16.10975735294118,-5.424000000000001,-9.418954545454543,RAUNCHY,-7.418285714285713,-4.260599999999999,-5.1953000000000005,0.026300000000000878
372,-6.049,Steppenwolf,-14.716672413793098,-5.990857142857142,-9.542391891891892,The Hot Puppies,-16.270039999999998,-4.1594999999999995,-6.050423076923077,0.0014230769230767493
373,-14.779,Steppenwolf,-14.716672413793098,-5.990857142857142,-9.542391891891892,Red House Painters,-21.217480769230768,-9.465,-14.770684210526316,0.008315789473684276
374,-16.496,Steppenwolf,-14.716672413793098,-5.990857142857142,-9.542391891891892,Luka Bloom,-23.409652173913045,-9.673,-16.510142857142856,0.014142857142857679
375,-15.593,Steppenwolf,-14.716672413793098,-5.990857142857142,-9.542391891891892,Jesse Winchester,-24.058513888888907,-9.199000000000002,-15.608874999999996,0.015874999999995865
376,-21.407,Robert Forster,-18.931636363636375,-8.496999999999998,-12.54669696969697,Hank Jones,-26.914647058823533,-13.847529411764706,-21.37345833333334,0.03354166666666103
377,-7.029,Robert Forster,-18.931636363636375,-8.496999999999998,-12.54669696969697,Luciano,-18.66994827586207,-3.08064,-7.033805555555557,0.004805555555557284
378,-6.678,The Sonics,-15.54939999999999,-6.9990000000000006,-11.850818181818182,Terri Walker,-18.368538461538456,-4.576625,-6.6793,0.0012999999999996348
379,-16.054,The Sonics,-15.54939999999999,-6.9990000000000006,-11.850818181818182,The Kingsmen,-23.370499999999996,-10.679285714285717,-16.050138888888892,0.003861111111106652
380,-18.088,The Sonics,-15.54939999999999,-6.9990000000000006,-11.850818181818182,George Winston,-25.09973584905661,-12.465599999999998,-18.02334090909091,0.0646590909090925
381,-5.328,The Sonics,-15.54939999999999,-6.9990000000000006,-11.850818181818182,Kid Sister,-7.6974285714285715,-3.692285714285714,-5.35,0.021999999999999353
382,-4.809,Fractured,-7.929,-4.809000000000002,-6.422222222222222,Pine Leaf Boys,-7.077000000000001,-3.2032692307692305,-4.782363636363637,0.02663636363636357
383,-18.361,Alison Moyet,-14.761833333333334,-5.4895,-10.158600000000003,Eugene Chadbourne,-22.61483333333333,-12.756,-18.366136363636368,0.005136363636367491
384,-20.873,Alison Moyet,-14.761833333333334,-5.4895,-10.158600000000003,Ralph Towner,-27.00709090909091,-15.769,-21.05175,0.1787499999999973
385,-4.629,Alison Moyet,-14.761833333333334,-5.4895,-10.158600000000003,Behemoth,-7.338134146341463,-3.3899538461538463,-4.620160000000001,0.008839999999998405
386,-15.544,Nik Kershaw,-15.622782608695651,-5.823725806451613,-9.995312499999999,Tom Rush,-20.94000000000001,-10.623355769230772,-15.528571428571427,0.01542857142857379
387,-3.512,Nik Kershaw,-15.622782608695651,-5.823725806451613,-9.995312499999999,Kap Bambino,-9.291166666666665,-2.194000000000001,-3.506,0.006000000000000227
388,-1.763,temposhark,-15.854081081081087,-3.4680000000000004,-5.808162162162162,DEW-SCENTED,-4.614300000000001,-1.5520454545454547,-3.735103448275862,1.972103448275862
389,-26.186,temposhark,-15.854081081081087,-3.4680000000000004,-5.808162162162162,Yevgeni Kissin (piano),-30.64775,-18.7792,-26.298200000000012,0.11220000000001207
390,-3.725,temposhark,-15.854081081081087,-3.4680000000000004,-5.808162162162162,Trivium,-10.008500000000002,-2.46516,-3.7155000000000005,0.00949999999999962
391,-3.939,Carter USM,-16.126999999999995,-5.4067083333333334,-8.122488095238092,Kinesis,-6.079,-2.5374444444444446,-3.963714285714285,0.024714285714285023
392,-24.594,Carter USM,-16.126999999999995,-5.4067083333333334,-8.122488095238092,Marilyn Crispell,-32.27850000000001,-18.698102564102562,-24.58214705882353,0.011852941176471177
393,-18.576,Carter USM,-16.126999999999995,-5.4067083333333334,-8.122488095238092,Pat Metheny,-27.23225,-10.99576595744681,-18.544,0.03200000000000003
394,-4.061,Carter USM,-16.126999999999995,-5.4067083333333334,-8.122488095238092,Stonebridge,-7.907874999999998,-2.563,-4.080357142857142,0.019357142857142406
395,-4.869,Carter USM,-16.126999999999995,-5.4067083333333334,-8.122488095238092,MNEMIC,-17.709850000000003,-3.6598103448275854,-4.869546874999999,0.0005468749999995026
396,-4.357,Carter USM,-16.126999999999995,-5.4067083333333334,-8.122488095238092,Persuader,-5.305499999999999,-3.270000000000001,-4.3474,0.009599999999999831
397,-22.277,Carter USM,-16.126999999999995,-5.4067083333333334,-8.122488095238092,Kate Wolf,-26.50695238095238,-15.892999999999999,-22.210499999999993,0.06650000000000844
398,-14.507,Grace Jones,-16.513829268292678,-5.654396226415095,-10.981877192982452,John Martyn,-24.469916666666663,-8.953323529411763,-14.518470588235296,0.01147058823529612
399,-17.405,Grace Jones,-16.513829268292678,-5.654396226415095,-10.981877192982452,Michael Hurley,-23.83323076923077,-10.005181818181818,-17.454428571428572,0.04942857142857093
400,-4.147,Grace Jones,-16.513829268292678,-5.654396226415095,-10.981877192982452,Nevrotic Explosion,-5.114875,-3.4070000000000005,-4.1865555555555565,0.03955555555555623
401,-5.279,Grace Jones,-16.513829268292678,-5.654396226415095,-10.981877192982452,Venerea,-8.643083333333333,-2.655694444444444,-5.217569444444445,0.06143055555555499
402,-4.942,Grace Jones,-16.513829268292678,-5.654396226415095,-10.981877192982452,Aborted,-7.439999999999999,-3.466272727272727,-4.949384615384616,0.007384615384616211
403,-4.808,Grace Jones,-16.513829268292678,-5.654396226415095,-10.981877192982452,Pine Leaf Boys,-7.077000000000001,-3.2032692307692305,-4.782363636363637,0.025636363636363235
404,-5.095,Grace Jones,-16.513829268292678,-5.654396226415095,-10.981877192982452,Atomic Hooligan,-16.559619047619044,-3.8897647058823526,-5.0912500000000005,0.003749999999999254
405,-24.117,Grace Jones,-16.513829268292678,-5.654396226415095,-10.981877192982452,Jean-Yves Thibaudet,-32.58866666666666,-19.15,-24.13914814814815,0.022148148148147584
406,-23.571,Grace Jones,-16.513829268292678,-5.654396226415095,-10.981877192982452,Yo-Yo Ma,-30.746608695652178,-13.09555,-23.598679999999995,0.027679999999993044
407,-17.105,First Choice,-14.30179245283019,-7.2871999999999995,-10.954666666666665,Steve Lacy,-23.074499999999997,-11.881125,-17.099428571428568,0.005571428571432335
408,-7.376,First Choice,-14.30179245283019,-7.2871999999999995,-10.954666666666665,Sharon Jones & The Dap-Kings,-10.091928571428575,-4.979117647058822,-7.376749999999998,0.0007499999999973639
409,-8.291,First Choice,-14.30179245283019,-7.2871999999999995,-10.954666666666665,Alannah Myles,-13.372333333333335,-6.154,-8.28175,0.009249999999999758
410,-14.676,First Choice,-14.30179245283019,-7.2871999999999995,-10.954666666666665,Mutual Admiration Society,-21.766,-9.235,-14.667000000000002,0.008999999999998565
411,-13.557,First Choice,-14.30179245283019,-7.2871999999999995,-10.954666666666665,Seamus Egan,-20.755571428571425,-8.956500000000002,-13.592,0.03500000000000014
412,-3.841,First Choice,-14.30179245283019,-7.2871999999999995,-10.954666666666665,Stick To Your Guns,-11.568888888888889,-3.124,-3.7989999999999995,0.0420000000000007
413,-10.858,Blind Melon,-11.189599999999997,-5.334952380952381,-7.616178571428571,Luke Doucet,-17.408933333333337,-6.759999999999999,-10.85721739130435,0.0007826086956512768
414,-4.81,Blind Melon,-11.189599999999997,-5.334952380952381,-7.616178571428571,Pine Leaf Boys,-7.077000000000001,-3.2032692307692305,-4.782363636363637,0.027636363636363015
415,-4.968,Blind Melon,-11.189599999999997,-5.334952380952381,-7.616178571428571,Pork Dukes,-8.907999999999998,-3.5879999999999996,-4.9590000000000005,0.008999999999999453
416,-11.901,Blind Melon,-11.189599999999997,-5.334952380952381,-7.616178571428571,Jakob Dylan,-15.266000000000004,-9.783588235294117,-11.888535714285716,0.012464285714283818
417,-12.08,Blind Melon,-11.189599999999997,-5.334952380952381,-7.616178571428571,Gene Chandler,-17.422615384615387,-8.343016666666667,-12.091397058823532,0.01139705882353148
418,-18.106,Blind Melon,-11.189599999999997,-5.334952380952381,-7.616178571428571,George Winston,-25.09973584905661,-12.465599999999998,-18.02334090909091,0.08265909090909318
419,-20.672,Jack Bruce,-17.550156250000004,-8.895777777777777,-12.490486842105264,Peggy Seeger,-27.647255319148936,-14.178117647058823,-20.689999999999994,0.017999999999993577
420,-8.538,Jack Bruce,-17.550156250000004,-8.895777777777777,-12.490486842105264,Cameo,-12.459458333333334,-5.7966,-8.542415094339626,0.004415094339625725
421,-21.775,Jack Bruce,-17.550156250000004,-8.895777777777777,-12.490486842105264,Jimmy Giuffre,-29.639874999999996,-13.70539393939394,-21.7806,0.00560000000000116
422,-6.771,Jack Bruce,-17.550156250000004,-8.895777777777777,-12.490486842105264,Billy Ray Cyrus,-14.028281250000003,-5.1692241379310335,-6.766382352941175,0.004617647058824836
423,-15.141,Alannah Myles,-13.372333333333335,-6.154,-8.28175,Karan Casey,-22.16317045454545,-9.33845945945946,-15.137363636363636,0.003636363636363882
424,-5.344,Alannah Myles,-13.372333333333335,-6.154,-8.28175,Kid Sister,-7.6974285714285715,-3.692285714285714,-5.35,0.005999999999999339
425,-5.818,Alannah Myles,-13.372333333333335,-6.154,-8.28175,Hope Of The States,-10.759,-3.3264137931034483,-5.8174,0.0005999999999994898
426,-27.406,The Icicle Works,-16.127034482758617,-8.44912,-10.51645,Ludovico Einaudi,-35.312,-16.09695774647887,-27.925104477611935,0.5191044776119362
427,-7.382,The Icicle Works,-16.127034482758617,-8.44912,-10.51645,The Loose Salute,-11.938727272727274,-5.905200000000002,-7.377428571428572,0.00457142857142756
428,-5.469,Boney M.,-12.824791044776116,-5.9308139534883715,-8.909410256410258,TSOL,-9.429,-4.551,-5.4745,0.005499999999999616
429,-14.147,Boney M.,-12.824791044776116,-5.9308139534883715,-8.909410256410258,Crosby_ Stills & Nash,-20.54595652173913,-9.863164383561644,-14.111000000000002,0.03599999999999781
430,-15.785,Boney M.,-12.824791044776116,-5.9308139534883715,-8.909410256410258,David Crosby,-20.235346153846155,-10.371214285714288,-15.807023809523809,0.02202380952380878
431,-13.134,Boney M.,-12.824791044776116,-5.9308139534883715,-8.909410256410258,Jah Wobble,-19.486,-7.558718750000005,-13.136,0.0019999999999988916
432,-5.788,Boney M.,-12.824791044776116,-5.9308139534883715,-8.909410256410258,temposhark,-15.854081081081087,-3.4680000000000004,-5.808162162162162,0.020162162162161934
433,-5.314,Boney M.,-12.824791044776116,-5.9308139534883715,-8.909410256410258,Kid Sister,-7.6974285714285715,-3.692285714285714,-5.35,0.03599999999999959
434,-5.707,Boney M.,-12.824791044776116,-5.9308139534883715,-8.909410256410258,Mutemath,-13.888322580645161,-3.432,-5.699093749999997,0.007906250000003112
435,-16.166,Boney M.,-12.824791044776116,-5.9308139534883715,-8.909410256410258,Mike Batt,-22.106,-10.695575757575746,-16.18527272727273,0.01927272727272822
436,-12.286,The Weather Girls,-9.149,-4.328294117647059,-6.606777777777777,Colin Blunstone,-19.401571428571426,-6.978342105263157,-12.286766666666665,0.000766666666665472
437,-4.166,The Weather Girls,-9.149,-4.328294117647059,-6.606777777777777,Nevrotic Explosion,-5.114875,-3.4070000000000005,-4.1865555555555565,0.020555555555556104
438,-10.546,The Weather Girls,-9.149,-4.328294117647059,-6.606777777777777,Grandmaster Flash,-15.95778260869565,-6.667342857142856,-10.54292857142857,0.00307142857142928
439,-5.792,Earl King,-13.080461538461542,-6.284714285714286,-9.032821428571433,temposhark,-15.854081081081087,-3.4680000000000004,-5.808162162162162,0.016162162162162375
440,-14.201,Earl King,-13.080461538461542,-6.284714285714286,-9.032821428571433,To Rococo Rot,-22.505263157894742,-8.271,-14.210538461538462,0.009538461538461718
441,-5.75,The Manhattans,-16.79073611111111,-6.888884615384615,-10.892458333333332,Monrose,-7.963934210526314,-3.900708333333333,-5.745576923076926,0.004423076923074198
442,-15.942,The Manhattans,-16.79073611111111,-6.888884615384615,-10.892458333333332,Meic Stevens,-21.08526666666667,-8.81,-15.916,0.0259999999999998
443,-6.877,The Manhattans,-16.79073611111111,-6.888884615384615,-10.892458333333332,Joss Stone,-11.812224137931034,-4.1396363636363604,-6.876392857142859,0.0006071428571408077
444,-29.606,Red House Painters,-21.217480769230768,-9.465,-14.770684210526316,Sylvain Chauveau,-39.4753,-16.285800000000002,-29.806999999999956,0.20099999999995433
445,-7.69,Red House Painters,-21.217480769230768,-9.465,-14.770684210526316,The Aggrolites,-10.132,-6.035613636363637,-7.680499999999999,0.009500000000000952
446,-40.73,John Foxx,-21.59898529411765,-5.5486818181818185,-10.6165,Hazard,-42.291,-6.872821428571428,-11.801,28.928999999999995
447,-4.975,John Foxx,-21.59898529411765,-5.5486818181818185,-10.6165,B.A.D.,-8.843176470588235,-3.4696315789473684,-4.981,0.006000000000000227
448,-22.802,John Foxx,-21.59898529411765,-5.5486818181818185,-10.6165,London Symphony Orchestra,-31.380999999999997,-12.77092307692308,-22.784518518518524,0.017481481481475214
449,-6.166,Neil Sedaka,-16.22188888888889,-5.24360606060606,-9.600551724137931,Simon Webbe,-21.038166666666672,-3.567085714285714,-6.171135135135135,0.0051351351351343055
450,-4.33,Neil Sedaka,-16.22188888888889,-5.24360606060606,-9.600551724137931,American Hi-Fi,-6.983481481481482,-2.8804534883720927,-4.3334761904761905,0.0034761904761904105
451,-5.22,Neil Sedaka,-16.22188888888889,-5.24360606060606,-9.600551724137931,Venerea,-8.643083333333333,-2.655694444444444,-5.217569444444445,0.0024305555555548253
452,-18.799,Neil Sedaka,-16.22188888888889,-5.24360606060606,-9.600551724137931,Chordettes,-22.503000000000004,-10.4265,-18.827931818181817,0.028931818181817448
453,-20.162,Neil Sedaka,-16.22188888888889,-5.24360606060606,-9.600551724137931,Takagi Masakatsu,-32.769,-10.8862,-20.25567999999999,0.09367999999999199
454,-18.802,Neil Sedaka,-16.22188888888889,-5.24360606060606,-9.600551724137931,Chordettes,-22.503000000000004,-10.4265,-18.827931818181817,0.025931818181817334
455,-14.723,Neil Sedaka,-16.22188888888889,-5.24360606060606,-9.600551724137931,Alexis Korner,-18.457000000000004,-11.146967741935486,-14.71249999999999,0.010500000000011056
456,-1.806,Neil Sedaka,-16.22188888888889,-5.24360606060606,-9.600551724137931,Tagada Jones,-6.659676470588235,-1.8054999999999999,-3.3989062500000005,1.5929062500000004
457,-13.533,The Wave Pictures,-12.925999999999997,-5.230153846153846,-8.639000000000001,Bobbie Gentry,-18.44771590909091,-9.738560606060606,-13.517666666666665,0.01533333333333431
458,-16.663,Hope Of The States,-10.759,-3.3264137931034483,-5.8174,The Nels Cline Singers,-27.536000000000005,-9.487538461538461,-16.654000000000003,0.008999999999996788
459,-14.246,Hope Of The States,-10.759,-3.3264137931034483,-5.8174,Czech Philharmonic Orchestra,-18.300333333333334,-12.826714285714287,-14.26642857142857,0.020428571428569242
460,-2.775,Hope Of The States,-10.759,-3.3264137931034483,-5.8174,Manifesto Jukebox,-3.3804,-2.3914000000000004,-2.9835000000000003,0.20850000000000035
461,-3.546,Hope Of The States,-10.759,-3.3264137931034483,-5.8174,Kap Bambino,-9.291166666666665,-2.194000000000001,-3.506,0.040000000000000036
462,-8.345,Southside Johnny & The Asbury Jukes,-20.053399999999996,-7.343736842105264,-8.715684210526318,Boyz II Men,-14.931066265060242,-4.664056603773585,-8.330485714285714,0.014514285714286146
463,-7.301,Albert Hammond Jr.,-7.7492142857142845,-4.7017500000000005,-6.508500000000001,Chezidek,-17.710159574468086,-4.1268,-7.31061111111111,0.009611111111110127
464,-3.853,Albert Hammond Jr.,-7.7492142857142845,-4.7017500000000005,-6.508500000000001,Stick To Your Guns,-11.568888888888889,-3.124,-3.7989999999999995,0.054000000000000714
465,-6.635,Fontella Bass,-14.767258620689656,-6.808,-9.467040540540545,Boys Noize,-12.413958333333332,-3.251538461538461,-6.608142857142858,0.026857142857141802
466,-6.754,Fontella Bass,-14.767258620689656,-6.808,-9.467040540540545,Jess Klein,-10.219,-4.510999999999998,-6.7480769230769235,0.005923076923076032
467,-15.579,Fontella Bass,-14.767258620689656,-6.808,-9.467040540540545,Íon,-21.443875,-9.34025,-15.570357142857143,0.008642857142858063
468,-5.313,Simply Red,-14.92972222222222,-5.38562,-8.056851351351352,Kid Sister,-7.6974285714285715,-3.692285714285714,-5.35,0.03699999999999992
469,-17.277,Simply Red,-14.92972222222222,-5.38562,-8.056851351351352,Heinrich Ignaz Franz von Biber,-18.423279411764707,-15.356640625000011,-17.26697142857143,0.010028571428570388
470,-17.202,Simply Red,-14.92972222222222,-5.38562,-8.056851351351352,Tyrannosaurus Rex,-23.037999999999997,-12.641416666666666,-17.2105,0.008499999999997954
471,-16.398,Simply Red,-14.92972222222222,-5.38562,-8.056851351351352,Rabih Abou-Khalil,-23.193941176470588,-10.8035,-16.42407692307692,0.026076923076921332
472,-16.389,Simply Red,-14.92972222222222,-5.38562,-8.056851351351352,John Gorka,-20.963100000000004,-12.221,-16.363999999999997,0.02500000000000213
473,-5.183,Simply Red,-14.92972222222222,-5.38562,-8.056851351351352,RAUNCHY,-7.418285714285713,-4.260599999999999,-5.1953000000000005,0.012300000000000644
474,-4.826,Simply Red,-14.92972222222222,-5.38562,-8.056851351351352,Audio Bullys,-9.98589189189189,-2.503230769230769,-4.838666666666666,0.01266666666666616
475,-16.935,Lou Rawls,-16.610394736842103,-6.559,-9.982732142857143,Cowboy Junkies,-25.476536585365853,-10.40875,-16.953545454545456,0.018545454545456863
476,-5.536,Lou Rawls,-16.610394736842103,-6.559,-9.982732142857143,Traveling Wilburys,-6.292000000000001,-3.954714285714286,-5.537800000000001,0.001800000000001134
477,-18.708,Lou Rawls,-16.610394736842103,-6.559,-9.982732142857143,Ramblin' Jack Elliott,-24.173125000000002,-10.184871794871789,-18.731142857142856,0.02314285714285802
478,-22.001,Lou Rawls,-16.610394736842103,-6.559,-9.982732142857143,Martha Argerich,-38.03999999999999,-15.707600000000001,-21.879526315789473,0.12147368421052818
479,-4.875,Lou Rawls,-16.610394736842103,-6.559,-9.982732142857143,MNEMIC,-17.709850000000003,-3.6598103448275854,-4.869546874999999,0.005453125000000725
480,-4.688,Gladys Knight & The Pips,-18.659062499999997,-6.351645161290324,-11.59707142857143,Thee S.T.P.,-7.477250000000001,-2.8978593750000003,-4.699197368421053,0.0111973684210529
481,-19.682,Gladys Knight & The Pips,-18.659062499999997,-6.351645161290324,-11.59707142857143,Alex de Grassi,-22.312142857142863,-15.764,-19.688,0.006000000000000227
482,-6.484,Gladys Knight & The Pips,-18.659062499999997,-6.351645161290324,-11.59707142857143,Body Count,-17.89040322580644,-4.303428571428571,-6.482974999999997,0.0010250000000029402
483,-6.734,Moe Tucker,-22.41942592592592,-8.05775,-14.011670731707316,Joe Budden,-12.027047619047622,-4.700833333333334,-6.735076923076922,0.0010769230769218652
