,index,pattern,score
313,3279,['D(maj)' 'A(maj)' 'G(maj)' 'D(maj)'],0.3951542395876012
314,3295,['E(min)' 'B(min)' 'E(min)' 'Gb(min)'],0.39259243632523955
315,3320,['D(maj)' 'G(maj)' 'D(maj)' 'B(maj)'],0.38973287769253157
316,3326,['D(maj)' 'G(maj)' 'B(min)' 'E(min)'],0.3903454433460134
317,3329,['Gb(min)' 'B(min)' 'E(min)' 'A(maj)'],0.3920782024645038
318,3334,['E(min)' 'E(maj)' 'C(maj)' 'D(maj)'],0.3930060971129312
319,3339,['E(maj)' 'A(min)' 'A(maj)' 'D(min)'],0.38902078412466545
320,3340,['E(maj)' 'F(maj)' 'A(min)' 'D(min)'],0.39112395545176676
321,3350,['D(min)' 'D(maj)' 'C(maj)' 'D(min)'],0.40499696126267476
322,3364,['B(min)' 'G(maj)' 'C(maj)' 'E(min)'],0.3930806105365842
323,3394,['D(min)' 'D(maj)' 'A(maj)' 'D(maj)'],0.3898195405607931
324,3397,['E(min)' 'A(min)' 'C(maj)' 'D(maj)'],0.3907108133439894
325,3398,['E(min)' 'E(maj)' 'A(min)' 'C(maj)'],0.3930964133788714
326,3408,['D(maj)' 'B(maj)' 'G(maj)' 'E(min)'],0.3980863336311619
327,3410,['E(maj)' 'A(maj)' 'C(maj)' 'B(maj)'],0.3940879974864391
328,3412,['D(min)' 'A(min)' 'D(maj)' 'D(min)'],0.3940931238875564
329,3413,['D(maj)' 'D(min)' 'A(min)' 'D(min)'],0.3991541096650999
330,3418,['E(maj)' 'B(maj)' 'B(min)' 'D(maj)'],0.3974972854404351
331,3420,['A(maj)' 'E(maj)' 'B(maj)' 'B(min)'],0.3960182425150127
332,3424,['E(maj)' 'B(maj)' 'B(min)' 'D(maj)'],0.3974972854404351
333,3425,['E(min)' 'F(maj)' 'A(min)' 'B(min)'],0.4011985283761271
334,3440,['D(min)' 'C(maj)' 'D(min)' 'D(maj)'],0.3966900614030072
335,3442,['Gb(min)' 'E(maj)' 'D(maj)' 'B(min)'],0.40061985876810857
336,3451,['D(min)' 'A(maj)' 'A(min)' 'D(min)'],0.40013120048735945
337,3452,['A(min)' 'D(min)' 'A(min)' 'D(min)'],0.3919342241321299
338,3453,['A(min)' 'D(min)' 'A(min)' 'D(min)'],0.3919342241321299
339,3488,['D(min)' 'v' 'D(min)' 'A(maj)'],0.3961671823116461
340,3496,['D(maj)' 'E(min)' 'A(min)' 'D(min)'],0.3917796409288863
341,3497,['D(maj)' 'E(min)' 'A(min)' 'D(min)'],0.3917796409288863
342,3531,['Gb(min)' 'A(maj)' 'B(maj)' 'E(maj)'],0.38946701684125556
343,3532,['A(maj)' 'B(maj)' 'E(maj)' 'Gb(min)'],0.39746624007277576
344,3533,['E(maj)' 'Gb(min)' 'E(maj)' 'Gb(min)'],0.3917490178728563
345,3542,['E(min)' 'D(min)' 'G(maj)' 'C(maj)'],0.40683970359070026
346,3544,['D(maj)' 'G(maj)' 'C(maj)' 'B(maj)'],0.4050084070070006
347,3560,['A(maj)' 'B(min)' 'E(maj)' 'C(maj)'],0.39215109569768364
348,3568,['A(maj)' 'Gb(min)' 'F(maj)' 'D(maj)'],0.400142399284457
349,3570,['G(maj)' 'C(maj)' 'F(maj)' 'B(min)'],0.40664194700674394
350,3571,['E(min)' 'E(maj)' 'Db(min)' 'B(maj)'],0.39459305311996024
351,3572,['B(maj)' 'E(maj)' 'Db(min)' 'B(maj)'],0.40091519640063294
352,3585,['B(min)' 'G(maj)' 'A(maj)' 'E(min)'],0.3902974754224778
353,3586,['Gb(min)' 'B(min)' 'G(maj)' 'A(maj)'],0.4008767272658454
354,3592,['B(min)' 'A(maj)' 'Gb(min)' 'B(maj)'],0.41102796016330995
355,3596,['D(min)' 'G(maj)' 'C(maj)' 'E(maj)'],0.39033977612885157
356,3599,['E(min)' 'E(maj)' 'A(min)' 'F(maj)'],0.39266135126765567
357,3612,['B(min)' 'E(maj)' 'B(min)' 'E(maj)'],0.3905041837893286
358,3615,['B(min)' 'G(maj)' 'A(maj)' 'G(maj)'],0.3928599819043289
359,3617,['B(min)' 'D(maj)' 'B(min)' 'E(min)'],0.39800987365138485
360,3620,['B(min)' 'D(maj)' 'E(min)' 'Gb(maj)'],0.393295010887379
361,3625,['Db(min)' 'E(maj)' 'B(maj)' 'E(maj)'],0.39036215654444156
362,3637,['D(maj)' 'G(maj)' 'B(min)' 'E(min)'],0.3903454433460134
363,3646,['A(maj)' 'B(maj)' 'C(maj)' 'D(maj)'],0.39628313277889443
364,3656,['B(min)' 'A(min)' 'B(min)' 'E(min)'],0.39427693302555555
365,3666,['D(maj)' 'C(maj)' 'E(min)' 'D(maj)'],0.39035050498283586
366,3679,['B(min)' 'Db(min)' 'B(min)' 'E(min)'],0.40064591535526317
367,3686,['A(min)' 'A(maj)' 'F(maj)' 'D(min)'],0.4033787727608302
368,3687,['E(maj)' 'A(min)' 'F(maj)' 'D(maj)'],0.39251346376682533
369,3702,['D(min)' 'A(min)' 'C(maj)' 'G(maj)'],0.39671036664889503
370,3729,['C(maj)' 'D(min)' 'C(maj)' 'D(min)'],0.4011705389874701
371,3733,['A(maj)' 'Db(min)' 'G(maj)' 'B(min)'],0.40657802907110113
372,3742,['G(maj)' 'v' 'D(min)' 'D(maj)'],0.3960575218566998
373,3751,['A(maj)' 'A(min)' 'F(maj)' 'D(maj)'],0.39253584129063546
374,3758,['C(maj)' 'E(maj)' 'E(min)' 'C(maj)'],0.39050308678660123
375,3773,['A(min)' 'G(maj)' 'F(maj)' 'D(min)'],0.4027609864275275
376,3775,['D(maj)' 'E(maj)' 'D(min)' 'A(maj)'],0.3901053913597528
377,3800,['D(maj)' 'B(min)' 'B(maj)' 'E(min)'],0.39351351714829336
378,3801,['G(maj)' 'D(maj)' 'G(maj)' 'D(maj)'],0.39430381909966816
379,3803,['A(maj)' 'D(maj)' 'B(min)' 'B(maj)'],0.40284922499058884
380,3804,['Bb(min)' 'III' 'F(maj)' 'D(min)'],0.3904361565788283
381,3805,['A(maj)' 'VII' 'F(maj)' 'D(min)'],0.4007639423026539
382,3807,['A(maj)' 'VII' 'F(maj)' 'D(min)'],0.4007639423026539
383,3811,['A(maj)' 'C(maj)' 'F(maj)' 'D(maj)'],0.39533286078560126
