id,optimal_window,score
Rx4Eu0z9NMSYZfGo,6,5621.607920027881
dBLIUHUPcSftVaIq,4,10662.033810927767
OTSAnnVtxzjO1Gqh,6,5489.105143623144
DtgNH7R5adFE0NzY,8,9587.620557401653
5BuYyI04HLjXfi33,9,3739.0147370033665
mp0Ex4ZqaSChRm6D,3,7054.623342379572
aXjQmTEtIauAhs3H,3,0.0
Xpt6LJvoa6uz9YX6,6,2887.529083541547
LcpT2g8YClbmCdsX,3,3820.113034719745
A9rjEk6ldE3akD2q,6,10663.033810927767
KVjvduNRjoGhXJNp,6,893.5902930390736
L7wVq5tQ3RgJUIih,12,10976.210287246287
e95rIcpRi3tXtQyn,3,0.0
CdB3c6g24hKEziOE,3,13726.165639221414
eQl6hvCF1vxrqx7M,3,0.0
UNEBx6JIquhr2oea,9,5489.105143623144
dvBUzrJdSoOE7n5b,3,7937.504705581267
32Qfs3nJ7yvPMnxc,9,11968.136664274334
gyCLdzHbtQfwaliq,3,2886.529083541547
6MJkge2anZHEYvjl,3,9840.803123960846
4oTCBnBQ389wmbQN,3,9750.823094872649
xetevkGg2MXtOXNY,12,5621.607920027881
HJsgyjaQNMG0o9Ce,6,5621.607920027881
ubSdxntwr9PDbaQ1,3,0.0
0wop4o87AOqk1Jdp,3,0.0
VOtG0N0q3wI8Kigv,9,10976.210287246287
gNoLhvK4nYfVuSiA,3,5484.105143623144
1CfWpxGM0fyy0jat,8,8539.361303907885
ON1PH6lA97V2jk3j,9,4784.5120886149625
VX1oDj0jxmCsp3o1,24,2886.529083541547
RszsXXEj0UjjZQ2L,3,0.0
IJat3CO59JBwKToX,6,4618.74726300802
P5EUJWxcNJR9bywz,6,13594.894900443576
szfpTUcUZTKeTLvf,12,4205.116866463978
qQSGKFtWznCEEIFb,12,10976.210287246287
tE8Ze7l7OnHRARIx,3,5488.105143623144
yW8SHOxc8NeEo8IB,6,7159.209735495489
DRgFQrn7Osrd8u1Z,3,0.0
LVEmmu4Bjgo6ZNTq,9,3.0
YJdODk9CIbYvsOiW,3,1.0
s1jYOyUx75zl1bS9,3,0.0
s0np1a1C85jiz7V1,6,5488.105143623144
4BBqUVsd7D2w15iV,3,5488.105143623144
hisQ0sWXnF2MW70i,3,9760.785795577085
S4PhEUqbWTglscRc,3,0.0
AwYrOOyhogVEpJcM,6,2887.529083541547
bsJtM2B4gcUtFW3w,3,0.0
L4IaqDaVnGYGd9df,8,5621.607920027881
63pjTiTIxqQnc7LE,6,5621.607920027881
fxfD3G8df6VG0SMy,9,4269.680651953942
9UGopXjmS0XFuh9Y,8,5490.105143623144
5k3E0lGiKLKNlmrg,3,0.0
NzLm6vtcbsj20bTr,3,0.0
ZzfPsmmn2GPzVfj0,9,7481.481325870209
ySkv6eY1rwfZneiX,16,5621.607920027881
DvVMb2Vjz0Q8cm1w,9,10662.033810927767
Ts8e7zUIg3ShYidE,3,2676.197944723882
3i51ZjU8JtB0y3fa,6,3739.0147370033665
hO4Rlxafa4ozkhp1,4,6028.4588395972805
nW1R9IpQZtY7MXoc,8,9586.620557401653
jUeURUaan2IRVurY,4,20683.782902749976
1miLmdTOibUj6Cnn,6,4988.4302136855495
ugYaNZmoIMw2IscA,3,0.0
uS39KjsinG8hyOSD,3,10662.033810927767
8wtv2NJJJ1KRr8c6,9,6886.3434067761955
05XsL40AXmzjNMtr,6,4272.680651953942
K2fos59ncHH3fRKx,3,3823.113034719745
sJUwZjbhPaM1rMaJ,3,5488.105143623144
Ty0ZXDsjwy9cdwAr,6,4205.116866463978
6fs09miHiZ3aImnG,3,0.0
2qwN2iYjxLuJdKLz,6,5489.105143623144
tIdS9ofpg2GW6Uhe,6,3820.113034719745
BxAOYLrJWHnrnHDC,4,3820.113034719745
3ztoEC2LrCDIGxQl,9,9586.620557401653
CU9XYnbiZBnCgcZ1,6,16697.61502856441
qklz5CUUQSEZ7KBo,6,4205.116866463978
Cif7I1kgESRWwKuQ,6,5488.105143623144
Tkc8U0CGLcuSX29v,3,1.0
nssUdsBuIibVlHeq,4,2887.529083541547
DPof7vq7OM1UpaM5,6,6203.832732678143
EoM9b6SAT1D9Ytq1,3,9840.803123960846
rS5ARhXgTnEK4gwS,12,5484.105143623144
PPTHk7HFIq4r5WfY,3,0.0
ZOBOnLol4IrVie1j,3,7481.481325870209
hx7zD52FZLoMBb1h,6,5113.772181610659
wzLu5hCT6AOihhxF,3,0.0
plzyHNFAOH5qOuny,3,4269.680651953942
wFlcF4tZyapXPXvz,6,11884.350007579309
SMeF0FUIbCmKL9Ew,3,11091.460273240173
jsDUNC5P7AeVoi4k,4,9057.192740568906
M48SPvc02ekdFtLB,4,5489.105143623144
4ycF1LG0Ych54f0i,6,4272.680651953942
6cWYmUUaQBvtVhnp,6,11110.713063651025
DDv8WQuQqeLtiAXD,9,5488.105143623144
qu5iq82XA8opCxau,3,15260.887009346974
UQ9Sp21yIp5lcDV9,9,9586.620557401653
4LrBck33loKZie90,3,0.0
E6ECKFfMPv8oabkx,8,6639.320385072202
QrWckerAnma0jF6f,3,0.0
YZmtWIehIGJEy7gi,3,0.0
X6JrbkPCYrCfQKJN,6,2886.529083541547
7wJPHcVDKYRapaFY,3,1941.5977930015915
Vdtt0SE2jnMI3hOD,3,0.0
f9rKi4u1uKLz1m3h,9,5488.105143623144
zTwcDYRdJqUg5oVB,3,4784.5120886149625
qgh2BOJuzQ2R6Sjo,3,1.0
5N8w20QwUaJoWMGG,4,15788.24969899408
lTJVFhGsiLggKCEq,3,0.0
1GHs20dakO2JX6Fj,4,7054.623342379572
CegchvgwmcA1nOdO,6,19347.406352978738
t8M8yJHyRlalRn4E,4,4205.116866463978
ULH0dHGQosFaUZLO,9,8025.229901183723
WrmTLG3WcTRWahSV,3,3820.113034719745
mDxQC8jH10alFtZT,4,3820.113034719745
CaR8UnowNJUR5Dib,3,8353.807662888637
Aaruqax7ZuG8p3sc,8,5489.105143623144
RBBYOBcIul3FY06m,4,1.0
1GH1N58NWSZBHu0o,3,0.0
ynqE30Cp58N39XTW,4,302.42410902083395
xoAakTGs009zCwZY,3,3875.734862068932
lPRGy1FmQi37bcdC,6,5488.105143623144
jxxAYOGZ02eK34bR,3,0.0
1iTBpHIqxWVTYYzc,3,3820.113034719745
UlciPlKd1MdaY1lQ,3,0.0
8YdvQQ2WiLNn2VNV,3,0.0
AWxmAk8zHCZof43V,3,8823.864129471998
6QtUqS9dDMvzzXAt,3,0.0
uVZCAyeXRCV5UXgc,3,3823.113034719745
40UJr8PwXHHiavk8,3,0.0
Sn5OuqZnybUT0odY,3,0.0
50gg9bI8yKrIkROc,4,14455.58954871677
qb3ZkTjAm340KrTk,16,5488.105143623144
pEl65ctTg2SZidzP,3,13548.562894469314
ScQ6a3JKJOK7dCXS,3,11884.350007579309
PBbrkr2BftrLY4P3,3,4205.116866463978
xjIkqdXjbEdxsxMh,3,0.0
BbmkSYUqhBKD5AYi,8,10662.033810927767
8clyTjJiiY5mFFI0,6,7481.481325870209
RxIBDBUrf3RMGBOC,6,2886.529083541547
Fh2dhvTjI7yteEmA,8,8374.63422716469
ZVJh2E3R7IY63P9o,3,0.0
rHbIqvGfTL1vtZTa,6,7054.623342379572
TMHsFVaWLx6dLH9I,4,7574.21697291207
Ahy2SGDm9Fkfdni4,6,1.0
b0bWalBWoRF3Ujte,9,4205.116866463978
IKuYRPWDjXQMG9Pr,3,1.0
P1rY453Gabk6Qjhg,9,5545.7062284086705
pA9XkzxAthZUcxhr,9,3739.0147370033665
Rog9ECe3KPl7DZkB,4,10632.476513997026
ELI1xWAL6mqxUiAa,6,1.0
nhN6swZw13RaTw7s,3,0.0
a7wc50gbFoAswwyJ,8,5489.105143623144
pZtkM5PcDvXLMrWJ,3,2886.529083541547
ZdoEKFwVBg8SapQt,3,0.0
y6yKxAc5m816TdAt,9,5488.105143623144
2VS7PhCOViWyTays,16,6919.97490978967
cH1WeMsa5v9NOcEQ,12,8784.233488527778
Xccqfq1iLhRkBK8X,3,7559.127771723111
cdtYnXLkjKctKcZz,3,0.0
cvD1bwBWpEnlFuSW,9,3739.0147370033665
Hb6QxQ3eizAI9OJy,3,0.0
TtqrGsIIUslqBlPj,12,18165.67525006842
tp4Uykg91fSiayun,6,5621.607920027881
91KYlmIq81k8ohqh,3,0.0
ayIFjyaWjGMBxq7K,6,8545.361303907885
HvTQ7OvawEiybkI2,3,0.0
kIUFIR4QDKMTWyY3,9,15382.393715604967
PxvGk8cKOf3qUthc,6,9760.785795577085
pAzEb1oXeG9TYIvM,3,0.0
zEz6NTqvGXWQwEDo,9,10662.033810927767
AJCAOcFcZcAy4nMZ,6,4269.680651953942
5nRomRYjM3TOidTm,9,3820.113034719745
jg7e521iSq9lSQSe,6,10369.786412582647
f3s0oCxo3UIuiy99,3,6203.832732678143
4CesfcVnG37H8lsC,3,7481.481325870209
zIXw0YC6RokcuoWJ,9,5200.096176352299
HSQqsZmTe4KVlTLY,3,5488.105143623144
7oOtuJulqgr45Yjz,6,9586.620557401653
diTmNM3Lf6m5zTnc,3,0.0
1UXzYPhP0PV0hstk,6,4273.680651953942
D1zJHMFpDm6JosWR,3,4784.5120886149625
ddTVFRhnby4yDlFC,6,10369.786412582647
WQtpmOsm811Vn10B,3,0.0
LLfFLFkxgCxlkP4P,3,0.0
04VQcD5F6IvrHdYv,3,4784.5120886149625
kz6M5FPD7ZaCUBFf,3,0.0
X1HKkHZU79gGwi8E,6,2886.529083541547
VZopEkj5XFv2puHG,4,6638.320385072202
abDHQN8U06lG0b5O,3,0.0
DqQxZef5yiq9j5Fi,6,12465.68113819834
SVB49vvsyAQChbrb,6,5488.105143623144
nyOfJyXGQirykxdk,3,0.0
Kt0cxw382lkpSCKg,6,1.0
FCdPx4gkAaVEginV,3,0.0
hklmBF3rKVdKfkwm,4,8025.229901183723
0ma0WK6rwVRpsOxL,3,4269.680651953942
o7sytnXMhBV4Ajg8,6,5488.105143623144
R4sm1zJ8iX6ybmRE,9,5488.105143623144
BoEHVTetIrLTdwzb,6,4272.680651953942
MbLM7xzXkIhFn61O,3,7055.623342379572
eWkrQxZvk8xvSqPA,3,8477.79751841792
QTRjgV1ZqJeMaIwb,3,0.0
u2X1iVmrytSbk6IY,9,2221.8891326310677
rPQUfpYOxb5peFX6,3,3739.0147370033665
a3MOWJ108k7GCxUg,3,0.0
jlfUAwPtg4re12nr,3,11968.136664274334
WkLvoSOw5CpTmM3E,3,11968.136664274334
hKEraQsrgB6aD71m,9,10976.210287246287
IQqpu6My1rODvu2V,4,3739.0147370033665
GWIqR6kp8FkSU8Mo,3,0.0
UmEz7HH2R2mT7li9,12,7481.481325870209
7pth0zJy86rzt69h,3,0.0
EIrkq7DCJmyfO8Be,6,7159.209735495489
VunyImbESbnY9WrD,6,5489.105143623144
OmNx5wvLUYDmLhb3,6,1.0
2DG6VPhB8fVYBmzw,3,0.0
nSZciweKxbqJ9RsI,6,3820.113034719745
8arWvJPBux0IvAHY,9,5545.7062284086705
lG2h3NXFZaKSE5eA,8,8510.137003569427
hbLR9TovaqVx7fzE,3,4618.74726300802
51vV6znpTGqvRaJk,3,0.0
K9sI4eKrWHOuW2HF,3,0.0
o2EQpexr9nMevbOS,4,3739.0147370033665
zUfmYHjvNvWUG4yo,3,3739.0147370033665
QTuQ2uqWv2hmbglf,3,0.0
7yw4CjwoY5WtMdzD,3,0.0
SqG8QBcttOW7xGmE,9,2221.8891326310677
6d39g3ZQvtrrMd4S,3,4272.680651953942
Rldk7ShClxwgYPjn,16,3820.113034719745
tP9GWTDSQyLlRAYo,6,4272.680651953942
hNdw3Zr0A0ZUbovk,6,4272.680651953942
TGNUOmJr65DdLuDM,3,0.0
0FgcBBVKnRmxgYYd,9,11884.350007579309
oUtOXb7pIoFZz7Bt,3,0.0
PZJ41dba7GV6QTe7,6,5484.105143623144
AoDEVH4UsN8SSlp4,3,4618.74726300802
bdBmwV9kVgbRehwX,9,3820.113034719745
IQnPmWIoIdxVwe8m,6,5488.105143623144
G2gtGyK6vuHhOVzG,3,4272.680651953942
orvSrGRL0HOadl6O,3,8477.79751841792
xwJc7oM2dkbh17Sy,9,1.0
ECBJZjPpSoCBgi0l,3,0.0
IVq9tgVzKF1Y8Kbm,3,0.0
px01M3BKk4wjW6Oc,3,0.0
x4n0jWPMSTIJumUj,6,3351.773630049629
K813G5WricdL2nLU,8,4272.680651953942
GJqbLkJySZBgyoX5,6,5488.105143623144
pl7ONZC7HLZdhIOv,16,5488.105143623144
x2AFbVbFJ8Na3lQg,8,14837.593380461003
HSd5O36kbqa0e95s,3,0.0
SLe1QgcLoFXfX322,6,5488.105143623144
WMcaHClPNE6NXCeM,6,10874.736377099318
usKNdXhKHMaMnTcJ,6,3820.113034719745
wxDeTjSbTtfchYQd,3,0.0
ScmaiqkgZUHk7Dub,6,16521.069348974102
1jmYi2f4Zx45iUm9,32,5484.105143623144
q15yuHuXf48jPZq0,3,0.0
az7apMNQAiKZ4XyO,3,0.0
rquJNwUiT52f91gF,3,0.0
H3RUAZdxNpjIanrb,8,1.0
QeqyElQVdlkYKM70,9,5489.105143623144
nZbnak46DzAMneiU,3,14137.312701756386
WLin1wjxEOQiE6Gl,3,9082.83762503421
lNyx1Zm1yBRTolxh,8,5621.607920027881
ckVFnF7AkRKT9Iip,9,4272.680651953942
GTLTmEjsAHiL6Pxf,6,7159.209735495489
sT7GHE3hGP55ma69,6,2886.529083541547
ptqQZ5KUuD8gL0BF,6,1.0
IDRGSgLngKpcUwno,3,1.0
MmUcrjU92uWhdzWF,36,4272.680651953942
QO3rlbKboMqkNBWz,3,0.0
sqya6AR1sVPHOdCS,3,15075.725701024796
Go3TOvrkSBLLSa6G,4,2887.529083541547
bJmutNf4pJb3JNJ9,9,4272.680651953942
JvNoGGiuD0PqPOJ4,6,1.0
RqwEMuEQ8Fk9Rc1v,6,3.0
cDNCmGhKAX485cZ4,6,4272.680651953942
w1ptcoRD8YZGdr8g,6,3820.113034719745
B4rTahRTxbt4hMne,12,9760.785795577085
jTtlknOVOGeChWDv,6,9894.288571981822
ZxamEv3DeqeShsZs,3,0.0
OXGo0s2hC9ishSuY,3,0.0
NuklGXFFLDxYaZHr,3,5488.105143623144
rUM4MqRAtABrxlsi,4,4272.680651953942
N1ehH8eGpdfwG0mA,3,0.0
R16cJwjSAz8Tu9yr,12,16207.740039336437
VBlnzvS2yQ4WiASL,9,4269.680651953942
1KeljArny1YRLEFX,3,1.0
CXBUm6ld01AsgLUT,3,9082.83762503421
DR4jI3Q6brMkKnt1,8,10663.033810927767
mztrw5nXNL9Qwo8O,3,0.0
yIw2qcuxdNC9GOPE,3,3823.113034719745
VjDf9LV4pPIATQr5,3,0.0
QNFTjMSwskBRmopd,3,7481.481325870209
9FHD7DbOOwDJMXgK,8,2886.529083541547
A6klgDWYhkl6ZwyP,6,5873.5491442796665
539MpCgrziec552V,3,0.0
6JGXPx6EnkkYHPhx,6,5622.607920027881
MtxPSiYt0J3CTojA,3,0.0
xp3qSjbwO1j67Sbd,6,4272.680651953942
d6XGbVwg9Vhx18nM,9,10079.567594747075
y6QD3MSUPdC87Pgb,6,7054.623342379572
UJx7P74tq1UHab6R,3,0.0
nF5AlfAWyZ4bYLMi,3,0.0
er42CDiCUw79cuMp,9,4205.116866463978
nofol7PCel1CHt05,6,11192.262946363691
u6r6rw2RiyPqva3J,3,3823.113034719745
YSULCEc9flaUEHr4,9,3820.113034719745
P2nCzEQ5EhGLf1GJ,3,0.0
XyMjRx29fbYVigCw,3,3739.0147370033665
M68qyFHw4ZscOZOg,9,4272.680651953942
lzWsH3nUvP2dQEel,6,8477.79751841792
RVILwxd6kIkYm25H,9,4272.680651953942
DqCdwATq9MDTtwTo,6,3739.0147370033665
owAmHpwZKmc8oRAW,3,0.0
RUoujJsd0R83EbJu,3,0.0
DMm0n7tivFwsCdzw,3,4272.680651953942
Ab2iTsTqykpUd23J,3,0.0
wYPz6yE4FZhJ6RwN,3,9082.83762503421
YUzkiAVAiVhe7cnD,3,0.0
mhen6zCPqULPXTed,6,5356.216869864962
6BqbAh7O3i3vYxnV,3,21471.970564980962
Ob0RZ3RQGJGU4vs8,6,4205.116866463978
9iOJzEpYsrQ5NmnZ,3,0.0
1FzCOkbRlS3MEAt5,6,3.0
tBpf5ISQNNE8rC8V,3,0.0
KhJtXdbTnIqETlqL,3,5490.105143623144
OEGqSWOzOlSSdr0M,9,11884.350007579309
c4mtXCPNDftu6yQB,3,0.0
1OUCqYDBnxAtLcdr,16,4273.680651953942
P0ZzlyQVlTorS0tI,3,10662.033810927767
deMyVmPGgmwKBXfu,3,7054.623342379572
Cd9coQC9xk9saea7,6,2886.529083541547
QExlBWQeDAeS0HuR,3,0.0
NoGTLRANtMeNGPD1,32,4272.680651953942
1GhEE3sRclqdacQg,3,0.0
cQQ53HScKnKwPW2k,3,10633.476513997026
ia6MOjJdZLBlbxmP,3,25262.026361949578
wPO6NyaghdQ7b0vZ,9,5488.105143623144
aQTcy56E3H5H0QMW,3,0.0
z2sqN6F9ephMtCXk,3,0.0
cZMVCaMBFU7pY3WG,3,7054.623342379572
WLipFatYLBwIIfhv,3,0.0
ixhvaUg1y9jXfHmZ,3,0.0
FPd60YWnXAEVMQNr,6,4272.680651953942
D6B9uaPaBk88Z4ed,9,5488.105143623144
1vLVDZkrnEhXZo1c,3,3739.0147370033665
ftFzSFpipDERAIXY,3,0.0
iF8kWN4u2L2i387S,8,9761.785795577085
2PD5vNEwybS1jfHz,3,2886.529083541547
JmXVNZcIIovsj4CO,6,4272.680651953942
MZK3Btgsv7NBd41T,3,0.0
eeQKQZ437QVuLtiG,6,4205.116866463978
8xCxwvoylEvWYCoB,4,9942.152425921118
Ccdg1gnVx4X8VOci,6,9772.781865723831
p09sVaz3sDmZBz2W,6,4272.680651953942
XLUihfhxuAq1LX55,3,2886.529083541547
EirRjp9c5JyByBIv,3,0.0
7EuItRLnr0CtANIm,9,1461.0814393489322
Fiu6muzLY9Ed2yKk,6,3820.113034719745
W5lQpdn5vDWlwSxi,3,7160.209735495489
0B82E0puRgXxxPTn,9,5488.105143623144
GlGiY1p9Axkee04u,3,0.0
8V7JdyPJtXQSFfHQ,3,2886.529083541547
aOlLvKeJpwLMOLFi,3,0.0
lBmaPfuBMaTt0dZl,6,1.0
BxM6Uu5AxwTwF3B1,3,0.0
9DrsQDvZipJhDOWo,3,0.0
YZUY7pro9ri7OKmJ,3,10662.033810927767
5lp2YgwSwZWdmblg,3,3820.113034719745
PJwv0Uc1FjzKlopV,3,0.0
o1ggLXwyWVPPBjs4,24,5621.607920027881
vb2cwkWdMabrucgH,4,4272.680651953942
OzswqjRGX2k68lO3,3,9586.620557401653
PXb8wknMMVnZIH5Y,3,0.0
ojyvVn0NpgslXPhJ,3,0.0
xpWh5rgWOLboAgIc,3,0.0
6VhW63jx8Vl8fjiJ,3,4272.680651953942
HOo3bGX4vK2RFerw,8,5488.105143623144
cj3wrYiCSm3xnLFy,12,5113.772181610659
aJJGbIullIRbuyXU,6,1.0
USnfQ1XKz2ejD2Ta,6,4269.680651953942
quS3lq1cqp96LuRn,3,8094.793686673687
Ww1dIyk9gugDLLJq,3,0.0
kibHS5h5vG9H3eWD,4,4205.116866463978
GyPowvDfyG4dLCZH,3,0.0
xvXrMH2YnlH77Y5i,4,7673.780675917571
eTY67GfQAa7LtkuD,3,5488.105143623144
8e4WLtjWJJhSp7mt,4,9760.785795577085
9dvkVS5I6a10zuH1,6,10911.001037026144
sOktQGg1Cyt5Danc,9,7159.209735495489
EABA85xP2KDyhaUF,3,0.0
gO50aHUJYY8KS35D,3,0.0
KXyJMKNT415Lqwgx,3,4269.680651953942
n4iChMKUj2MA9xDi,3,0.0
r4TqWqPukyRPpqWY,9,9082.83762503421
lUgSuAl7kvy7MSon,6,15251.223777005045
AbAS9a1mVBmrebIE,3,18584.325114129126
YmgMf8yn9l84y9m9,3,6203.832732678143
4hhx6vWu7kA2raej,9,3820.113034719745
b8eROUUzo0KQx2xR,6,4269.680651953942
DfzdbwIRfJogJSnO,8,6886.3434067761955
OllMZFbdiyr9WqdF,9,1.0
qlk6vKSKiNYy6Kho,16,5488.105143623144
1IBHNIcbKXId8a0X,9,4205.116866463978
zyzILCQvVeUFIINi,8,5545.7062284086705
LnsOvmsJJiM0tVfC,16,6203.832732678143
sizyeVKhGDvVbHTx,3,5488.105143623144
iF7VRG7tUcwDApBt,6,4272.680651953942
Hq8SFpKjtnlwne4e,9,9772.781865723831
TI1pttpzsp8K6zYe,3,14726.52561487218
vbx4DtO3iZHn6cY0,3,0.0
YYEem5bmw2nUAy1H,9,7481.481325870209
1eRJe4uYM5s0c8um,9,9586.620557401653
WQkOy0kTPsUYfjGZ,3,4205.116866463978
sD1Mm3xckZDIpx2E,6,15446.545899542729
vgBHGyIxVVHABY5W,3,0.0
efZocGS6ZrnfhtBY,6,20219.09707139868
bxXe3AmAPzWhpqqA,3,0.0
Rr34Sq7O6KcpfKdE,3,0.0
qYVUaXRDByXUaxDx,6,5488.105143623144
paGyeyXE1Zogj6k8,3,4269.680651953942
uvRBt3gxIumKNPnQ,6,9772.781865723831
5m2FUzgu7VaTEDrC,6,5621.607920027881
Op2ssSipN77RJoZL,6,1.0
1CXHYUf9E6Z5KXg6,6,7481.481325870209
xacIBFIQfghybyv7,3,0.0
Lw54An3Kjg9IcRHW,9,3739.0147370033665
kxStMlwm0bGFMOkt,3,0.0
WF0Lmq2SLgd9kN4U,6,11884.350007579309
jzwK8ASEiHPamXBm,9,5545.7062284086705
GasaPmY5bx3BKF1P,6,5488.105143623144
VrjB5Xp5Eotmn6qc,3,0.0
4gLjHMMFlblEkbRP,3,0.0
zdW1qZotRChnwkf8,3,6886.3434067761955
NInZ3TiI1LJb7h53,3,0.0
mikiFT03Q3vxSgjl,3,0.0
4pFIYjeHiE8Hy8o0,3,0.0
a5rCVMP8sHJk2ozq,9,4272.680651953942
YsJWOvFBtsRZmbNd,6,6886.3434067761955
y0ucxH4WMVdtEdxw,6,5489.105143623144
LYYSOlJJ0hDoYIqP,3,3820.113034719745
iinhvTlCvkymxrn2,6,20219.09707139868
CthhISASl377hOSb,3,0.0
uWXnjjbf1I0hJPIA,9,5488.105143623144
WcbtXGkSVsJCarqO,16,9772.781865723831
dY41B1OR2cNc1hK6,16,10662.033810927767
ZfNLKHu20dBkcSey,4,4205.116866463978
vKIo9AdS0MKDLMU3,9,5488.105143623144
nkQsTZ7WjbsI0F5y,3,0.0
ghjUEz5JNVbVTC89,4,4269.680651953942
SBMtkWlF7NIWZ4Np,3,0.0
YPyrLIF4bdyBdrkI,6,4272.680651953942
ibjTtDuIxGNie5hX,3,0.0
GL1JikRV0ctsxtQY,6,4273.680651953942
NW4AAKKq17a7W64g,3,0.0
WOoEDeaHiN6eddOq,4,5489.105143623144
9daxgTXPi0X1dH5B,6,5488.105143623144
B0sUe68vyI5R5Fka,9,4205.116866463978
6j3W3EAxvESMVdhf,3,0.0
eOCZBU5K3thPUsbX,6,4272.680651953942
Vmult3UrwBBwdKc9,6,5484.105143623144
aDsGY1HQMUdm0lH5,6,4269.680651953942
SVi7Is3eQTiTBWJC,16,5488.105143623144
CI7M3qbcLafRIpEM,6,5488.105143623144
9EzI01neWawL9qCP,4,5489.105143623144
vm3WCSlKCT6lcJx0,9,2887.529083541547
weCzGOkwV1MJHSds,3,0.0
RV8zH9AHgyco2fIA,3,7481.481325870209
TmwM1oTN1Q9lfXBV,6,27229.02367362131
u4TXmx6nj7IUFk6r,9,5488.105143623144
lChh1J4ZoVYb1Ea0,3,0.0
AeKkHRHqBcGAKExX,3,5488.105143623144
bR8dRUjBC3W7P1NC,3,6886.3434067761955
hDtQemsmfhHqIwY4,9,3739.0147370033665
o6BB04bSv2tVorRy,3,0.0
H9hYo7nMc8AYedDd,3,0.0
MyXx3FG85jcpfAPM,9,9772.781865723831
VDhvqsjG56T7t8jr,3,0.0
fmQnpuZusMyYyW0C,3,0.0
Y4VMr4f3PShz0DrH,3,0.0
8GeoBE1q5WlV2zNU,8,9772.781865723831
Sh26hjgYr7E0t7SP,6,4988.4302136855495
DcEMV6Vaej8aBSJa,3,0.0
fkCzVoU1bXvzZywg,3,11885.350007579309
njIaramneoQC5oLv,3,0.0
Q4evIK5z91Z0M0Zr,3,0.0
I32q6yKBYQijEpAY,6,4272.680651953942
j019L7QlMk7EvreD,4,1.0
rqeIltq5ixzHA5EG,6,13859.301209355595
8sPy3PaYCVh36xvg,3,5622.607920027881
gqgwfQFzhlG3aKrq,4,4272.680651953942
zFgDpdVdjism0S45,3,3820.113034719745
N9toIfJZbSm9pllL,6,10908.001037026144
bPp0y4bkGS7eL4fg,3,0.0
RxQewDIfA4kHR0ai,9,8539.361303907885
fPQ4XNpIVA3KpNCV,3,0.0
kd9uUYBR25sF6k6l,3,0.0
lDt4mqSGVM7spSzi,3,0.0
FSTRPTCCdX6mSMO1,3,0.0
XTbDbovjXf3l8bro,8,9760.785795577085
B33hNZi2g9vpeWc3,4,3820.113034719745
yt9YzKUdhF7VXoTK,4,11109.713063651025
xn94AOL8Agwak2zv,6,4272.680651953942
Z8rvaQETzAn67i2Q,6,7673.780675917571
hkutV4VF8nhxNgua,9,9772.781865723831
uq4QXU2oQFT4kZWn,8,12962.134617629876
IhbbhVHMrCm9lI95,6,13408.733592121398
lRv3pQTZ5R4d3wrs,3,0.0
9I7po8twlLxFJq2d,3,3875.734862068932
TPTkSJMuMUmrqTEO,9,1.0
3MPEUkGaOMFiQwiT,3,0.0
O1OSxJEuNj8jWrtw,6,4272.680651953942
q3uj9nrFcLkBBEyc,3,0.0
tENItPzCCornCVl3,6,3820.113034719745
WOXgOenmhYbjE76Q,8,2.0
tweBsgIGgDRrM5QN,6,12861.867407424892
yR6OHZcvLrYJIgC7,16,4205.116866463978
rBUUzavnRwpXFk10,8,10977.210287246287
3GFKgb36XHRuwUti,6,5488.105143623144
NAdHjCLBM2JBClsd,12,4273.680651953942
VkxvKHacOt0QMWEG,3,0.0
WiucJ39vSODLSyea,9,10369.786412582647
CRPLSMs3HV0VxGKr,3,0.0
KM7x0Roo2ycWDyMr,6,5488.105143623144
gs2mDdDpAO5jZcSc,6,3820.113034719745
nqKSozRsKABIW2ny,6,9760.785795577085
CavT1tWCp1sJDnbQ,6,4784.5120886149625
GPADspfkgiyC6JS4,3,0.0
dbV0sIuEDemZYKAM,3,4272.680651953942
8OTDGDd6HGJDIWOY,3,4272.680651953942
wT5dRsgE3CDF14ma,4,1299.1843205090654
qi4mokr4ZCblMUF1,6,7673.780675917571
PJCZM1so3O1xzQPH,12,3823.113034719745
BeDV3JPQIqcIaNNa,3,7718.786037600161
vf7yYC3mZtqiwIyN,6,4784.5120886149625
hxQZWm2p3HkqOENv,6,3822.113034719745
pDIukwJ1WHb5SWRL,3,5489.105143623144
ZrAhmZ1vdovJfyWn,3,0.0
SM65YSorR54F70ML,16,5488.105143623144
PS0AbvJPrp4oa4Yk,3,4272.680651953942
MsT2tW20wvdjTlEJ,8,13027.18755427888
ggGzhcmWvOyKniDn,9,4272.680651953942
9Zu9kZHk8AOiiMqf,3,0.0
UPgIiFy8KkATM5lT,4,4269.680651953942
2OpwrRY23RwKO7pc,3,9772.781865723831
KFvYpiEaB0GPl66l,6,3820.113034719745
FGeZilvMrLwnxGIT,3,0.0
8uQDKgYxio9X13mW,12,14454.58954871677
14WBP7wEkt3kZJlp,4,2887.529083541547
QYbSmdxtnWsDhLGS,3,10662.033810927767
2hEGkySPA7nJR11y,4,4272.680651953942
JK7ltgfUO5MeznOz,3,0.0
05kPnJrEqt4aSFwt,6,1.0
4kVtzwbBITvH7G4u,3,0.0
eOXUeX2knEm1Kbs8,6,11220.496062873575
OuWhzAWyhOfH3LpG,3,0.0
